,Emotion,Mean SC,Path,Speaker ID,Speaker-Standardized Mean SC
62,Sad,1743.6512626094475,08b10Tc.wav,08,-1.685278705566438
63,Sad,1935.6290569581208,08a04Tb.wav,08,-2.176434169551469
64,Sad,1624.4603890441983,08a02Tb.wav,08,-1.0941576748478656
65,Sad,1795.1983774100493,08b03Tc.wav,08,-1.839645666508026
66,Sad,1929.5630661291143,08a05Ta.wav,08,-0.8894984538999009
67,Sad,2050.019004754578,08a07Tb.wav,08,-1.4934691827358082
68,Sad,1847.057100842305,08a07Ta.wav,08,-1.182268947354258
69,Sad,1866.7226488548706,08b02Tc.wav,08,-1.674339439466572
70,Happy,1980.4198005712358,08b10Fd.wav,08,0.37464163775467624
71,Happy,1780.532498166684,08b09Fd.wav,08,0.3622093610871701
72,Happy,1803.8803635427569,08a07Fd.wav,08,0.9256922764993409
73,Happy,1614.9279580213658,08a05Fe.wav,08,0.4681084672230757
74,Happy,1546.4000436737401,08b02Ff.wav,08,0.6891860704111856
75,Happy,1630.9293842052011,08a01Fd.wav,08,-0.43439090774426886
76,Happy,1581.1026665688132,08a04Ff.wav,08,-0.49227853319484655
77,Happy,1792.1512608442265,08a02Fe.wav,08,-0.641938449418613
78,Happy,1756.1431062819781,08b03Fe.wav,08,-0.479427587896281
79,Happy,1844.5824713248148,08b01Fe.wav,08,1.8752624259462123
80,Happy,1844.7238509302613,08b01Fd.wav,08,1.0654387997047956
81,Bored,1472.199902937159,08b10La.wav,08,-0.17123555020371087
82,Bored,1595.7996571956007,08b09Lc.wav,08,-0.5832634293246092
83,Bored,1641.4216682544363,08b03Lc.wav,08,-0.41740807022097703
84,Bored,1981.7487884132045,08a02La.wav,08,-0.2231225868542769
85,Bored,2065.7441564666287,08b01Lb.wav,08,1.2716340634356638
86,Bored,2224.113675071067,08a04La.wav,08,-0.3518703967919687
87,Bored,2042.0337079789085,08a01Lc.wav,08,-1.1667854573460739
88,Bored,1796.481744155765,08b02La.wav,08,-0.6980525342134128
89,Bored,2074.332872514983,08a07La.wav,08,-0.03794765203654883
90,Bored,1878.9959977694375,08a05Lc.wav,08,0.7572331433151864
91,Afraid,1931.3525641884437,08b10Aa.wav,08,0.5078129401635656
92,Afraid,1468.255000503179,08b09Ab.wav,08,-0.08619615040197699
93,Afraid,1579.6215733233075,08a02Ac.wav,08,0.7900580657064189
94,Afraid,2042.8546101355782,08b01Aa.wav,08,2.300762134345218
95,Afraid,2157.2564911416443,08a02Ab.wav,08,0.6589952087023614
96,Afraid,1739.1807091733713,08a01Ab.wav,08,0.45383297234422626
97,Neutral,1883.9502095757084,08a01Na.wav,08,-0.7617781980761448
98,Neutral,2007.917810686134,08b02Nb.wav,08,0.5514653521750146
99,Neutral,1784.4007072399909,08a07Na.wav,08,0.4295548799458729
100,Neutral,2227.4777012547725,08a05Nb.wav,08,0.49544167544976997
101,Neutral,1821.2977622510919,08b01Na.wav,08,0.9158052210952989
102,Neutral,1856.0244565264543,08b03Nb.wav,08,-0.00016170939983127188
103,Neutral,1702.1204647163242,08a02Na.wav,08,-0.904135900224392
104,Neutral,1828.2097342962577,08a04Nc.wav,08,0.18462261476231334
105,Neutral,1789.4698750662867,08b10Nc.wav,08,-0.1893627699677765
106,Neutral,1927.8461246663055,08b09Nb.wav,08,-0.6109583017265932
107,Angry,1957.7105019339856,09b02Wc.wav,09,0.9643842423460187
108,Angry,1872.6423109146813,09a01Wb.wav,09,-0.13885384790747962
109,Angry,2204.388903225845,09a07Wd.wav,09,0.059076180708006056
110,Angry,1946.5895535339869,09a05Wb.wav,09,1.2254093620324404
111,Angry,1989.532082242496,09b02Wd.wav,09,-0.4080361991366931
112,Angry,2052.846398522886,09a05Wc.wav,09,1.4024066789775003
113,Angry,2291.7671863853875,09a07Wb.wav,09,1.7509021169340946
114,Angry,1993.0843933376511,09b01Wb.wav,09,1.7555844165292744
115,Angry,1836.535141507054,09a02Wb.wav,09,0.4009201370331724
116,Angry,2154.5493838355933,09b03Wb.wav,09,0.8567830857753276
117,Angry,2002.3741335430439,09a04Wa.wav,09,-1.1828649632601627
118,Angry,2251.1613327671425,09b10Wa.wav,09,1.0280046589525995
119,Angry,2222.9679486616615,09b09Wa.wav,09,0.550154557692074
120,Sad,1835.9602024608394,09b03Ta.wav,09,-0.7242343475665453
121,Sad,2590.252449861808,09a05Tb.wav,09,-0.5104807642692434
122,Sad,1772.5342790745667,09a07Ta.wav,09,0.33283759687892245
123,Sad,1970.8095158009608,09b02Tb.wav,09,-0.5892970306303477
124,Happy,2479.3959036015667,09a01Fa.wav,09,1.3251596130194048
125,Happy,1732.6924584559506,09a04Fd.wav,09,-1.228078595747284
126,Happy,1978.3732934886982,09b03Fa.wav,09,-0.43305798375839466
127,Happy,1037.0050808017152,09b03Fd.wav,09,1.0993380006844595
128,Bored,1254.6069625863604,09b03Lb.wav,09,-0.6481169049889245
129,Bored,1285.974115160933,09a02La.wav,09,-1.1239426187630026
130,Bored,1563.4833687437733,09a04La.wav,09,-1.634388419731011
131,Bored,933.4946131032233,09a05Lc.wav,09,0.2692753915850209
132,Afraid,1490.2212835041278,09b10Aa.wav,09,-0.31669150805385354
133,Neutral,1118.8629216083757,09a01Nb.wav,09,-1.1071599441292024
134,Neutral,949.830499783179,09b02Na.wav,09,0.0801117250761373
135,Neutral,1005.1036613186676,09a07Na.wav,09,-0.015517558403766592
136,Neutral,854.5434061944068,09a05Nb.wav,09,-0.9442954673572079
137,Neutral,1186.3076582613073,09b01Na.wav,09,0.5537698680537436
138,Neutral,957.7835544963791,09b03Nb.wav,09,-0.5006033334976829
139,Neutral,1249.044503881327,09a04Nb.wav,09,-1.11898285438801
140,Neutral,1063.9015223020945,09b09Nd.wav,09,-0.6643092186157173
141,Neutral,1159.2977670137368,09b10Nd.wav,09,-1.0000263916648633
142,Disgust,1008.4570164488432,09b03Ed.wav,09,-0.6113786452028059
143,Disgust,1499.2619260484862,09a02Ea.wav,09,0.7934632136221734
144,Disgust,1546.8052564225873,09a02Eb.wav,09,-0.7587894281344615
145,Disgust,1734.3771456799816,09b01Ea.wav,09,3.0811559859949607
146,Disgust,1529.2748471884772,09a07Eb.wav,09,-0.002742399284451925
147,Disgust,1492.1618553605829,09a05Ed.wav,09,-0.06727510978501752
148,Disgust,1337.4726400584468,09a01Ea.wav,09,-1.1332117556727015
149,Disgust,1157.135794528915,09b09Ea.wav,09,-0.6664015419465428
150,Angry,1047.1701959881184,10b09Wb.wav,10,-0.45174419808152955
151,Angry,1299.8488188519107,10b10Wa.wav,10,-0.5784775955219084
152,Angry,1563.625322035139,10a04Wa.wav,10,1.952792442564093
153,Angry,1475.3182934515823,10a04Wb.wav,10,0.8149720453928633
154,Angry,850.1927840955658,10a02Wa.wav,10,1.147796693168503
155,Angry,1141.2424260906296,10b03Wb.wav,10,-1.182995613308999
156,Angry,869.2329125107681,10a05Wb.wav,10,-0.5144148031557157
157,Angry,1196.975026281128,10a07Wb.wav,10,0.6310406087778215
158,Angry,1192.433785343208,10b02Wb.wav,10,0.9605959410364125
159,Angry,958.4843278185791,10a01Wa.wav,10,1.011447659362359
160,Sad,1359.1704021427183,10a05Tb.wav,10,-0.36321718878078646
161,Sad,1671.605408177545,10a07Ta.wav,10,-0.7348254263664229
162,Sad,1810.2692303215292,10b03Tb.wav,10,-1.1680466900989377
163,Happy,1401.608236481428,10a04Fd.wav,10,-0.07885440215496924
164,Happy,1336.8560935878388,10b01Fa.wav,10,0.1161936346951456
165,Happy,1666.8864337671164,10a02Fa.wav,10,0.40562218361124946
166,Happy,1310.3033162265192,10b10Fc.wav,10,-0.3068472647318469
167,Bored,1494.6675664354696,10a07La.wav,10,-0.8898425852858113
168,Bored,1471.9516300032137,10b02La.wav,10,-1.2011821627630765
169,Bored,2017.8143794486298,10a05Ld.wav,10,-0.38369952332610263
170,Bored,1513.991039113915,10a02Lb.wav,10,-1.3816128728852248
171,Bored,1076.177566618628,10b03La.wav,10,-0.9751466657963274
172,Bored,1226.3871998520383,10b01Lb.wav,10,-0.7599426808818597
173,Bored,1480.0429952616923,10b09Lb.wav,10,-1.2692322908632179
174,Bored,1453.1219270859979,10b10Lc.wav,10,-1.2017751252265112
175,Afraid,1752.469799842344,10a07Ad.wav,10,1.2599807719733171
176,Afraid,1302.1219380069595,10a01Ac.wav,10,0.07830177541272126
177,Afraid,1618.1069197082688,10b02Aa.wav,10,1.0359513577615374
178,Afraid,1289.2731673424958,10a05Aa.wav,10,0.8457379198905447
179,Afraid,1537.9485388663916,10a07Aa.wav,10,2.191773575460218
180,Afraid,1614.0174621722385,10b01Aa.wav,10,1.3588295169047548
181,Afraid,2157.2258727770773,10a02Ab.wav,10,0.8330322280916809
182,Afraid,1470.783299653279,10b09Ad.wav,10,0.6842593669132957
183,Neutral,1485.334312393766,10a04Nb.wav,10,-0.9448736431145437
184,Neutral,1390.8602928331995,10a02Na.wav,10,-1.0528987484002927
185,Neutral,1630.340180415009,10a01Nb.wav,10,-0.8684291672047456
186,Neutral,1581.3256854323834,10b02Na.wav,10,-0.5198629929386782
187,Disgust,1536.4045588973936,10b01Ea.wav,10,1.4995939198709909
188,Angry,1588.7588152895069,11b10Wa.wav,11,-0.1075417031246027
189,Angry,1436.4830453702539,11b09Wa.wav,11,0.05767614014759483
190,Angry,1837.7127848069533,11b01Wd.wav,11,0.6893431230892848
191,Angry,1969.2585778044152,11a04Wc.wav,11,0.1212646412458067
192,Angry,2191.404063522891,11b03Wa.wav,11,-0.39090734384391534
193,Angry,1443.3110707904873,11b03Wb.wav,11,-0.5439840492202053
194,Angry,1735.9420903325006,11a02Wc.wav,11,1.542442870289497
195,Angry,1883.9602116815536,11a07Wc.wav,11,0.789624859902267
196,Angry,1636.557763263738,11a05Wd.wav,11,0.7873566087420103
197,Angry,1632.7467362385105,11b02Wb.wav,11,1.1884373032537119
198,Angry,1805.4784632038943,11a01Wc.wav,11,0.033927660244883744
199,Sad,1665.2093628534901,11a05Td.wav,11,-1.4989864471752772
200,Sad,1732.9791481434618,11b02Td.wav,11,-0.4686178757081912
201,Sad,1388.5545231778988,11a07Ta.wav,11,0.6070054425255581
202,Sad,1370.8094784915136,11a02Tc.wav,11,0.2469085500346152
203,Sad,1324.932283141382,11b03Td.wav,11,-2.3022175721621325
204,Sad,1374.7488454427462,11b10Td.wav,11,-1.1153803144249907
205,Sad,2096.5625179329704,11b09Td.wav,11,-2.2245760617986017
206,Happy,1848.316777606079,11a02Fb.wav,11,0.5743507019199691
207,Happy,1955.0906079906576,11a04Fd.wav,11,-0.892628411485121
208,Happy,1387.196279340566,11b03Fc.wav,11,-0.004365954307095757
209,Happy,1564.0257248494913,11b01Fc.wav,11,1.2637208029931202
210,Happy,1904.8630920106343,11a05Fb.wav,11,1.2331751928374401
211,Happy,1610.5334410123662,11b02Fd.wav,11,1.647207335699018
212,Happy,1691.72601080736,11a05Fc.wav,11,0.8558079158610112
213,Happy,1812.2063193407532,11b09Fd.wav,11,-0.6575030895661622
214,Bored,1515.626941534196,11a01Ld.wav,11,-0.8953089678617167
215,Bored,1555.6173575895173,11a05Lc.wav,11,-0.41329957968093045
216,Bored,1195.8681645242027,11a07Ld.wav,11,1.1831893974660495
217,Bored,1413.697920435504,11a02Ld.wav,11,-1.3419098204966822
218,Bored,1724.672482722671,11b03Lc.wav,11,-0.6021396653857916
219,Bored,1717.181743076292,11b01Lb.wav,11,1.131546647884232
220,Bored,1818.7153831509788,11b10Ld.wav,11,-1.7064114601203708
221,Bored,1624.6394756772622,11b09Ld.wav,11,-1.0668178917280566
222,Afraid,1253.5282525626956,11a01Ab.wav,11,0.5925049597577987
223,Afraid,1464.5619355569725,11a01Aa.wav,11,0.594151787777164
224,Afraid,1405.8306598756074,11b02Ab.wav,11,1.6858751210360614
225,Afraid,1545.4223465040536,11a05Ad.wav,11,0.7391650489722754
226,Afraid,1674.3962772744894,11a07Ac.wav,11,1.3857818973314584
227,Afraid,1538.7509871906313,11b01Ab.wav,11,1.6699165774517
228,Afraid,1879.596531587419,11a04Ac.wav,11,-0.36240429281892167
229,Afraid,1384.7415283253597,11b10Ae.wav,11,-0.4977740524569553
230,Afraid,1701.6613510590216,11b09Ad.wav,11,-0.4653622934758406
231,Afraid,1579.370710490757,11b10Ad.wav,11,-0.5099935211078468
232,Neutral,1521.218403206725,11b09Na.wav,11,0.011076054980109124
233,Neutral,1792.1847787111394,11b10Nc.wav,11,-0.7382808589780269
234,Neutral,1603.182251200872,11a02Nc.wav,11,-0.2751167974434947
235,Neutral,1665.8800673774826,11a04Nd.wav,11,-1.2461768984653316
236,Neutral,2003.8038934716783,11b03Nb.wav,11,-0.6026468226514727
237,Neutral,1791.58670997036,11b01Nc.wav,11,0.11137863992021167
238,Neutral,1745.234305802014,11a01Nd.wav,11,-1.1237840772920331
239,Neutral,1674.103230872622,11a05Na.wav,11,-0.8133790699122604
240,Neutral,1580.2717509088798,11b02Na.wav,11,0.8293285981811891
241,Disgust,1801.4780298383187,11b01Eb.wav,11,-0.050523496207797426
242,Disgust,1935.34323945367,11a02Ec.wav,11,1.3458745093557396
243,Angry,1827.3720263800956,12b01Wa.wav,12,1.8348217031398317
244,Angry,1966.1083080879275,12a02Wc.wav,12,0.48692382497380904
245,Angry,2055.281041755085,12a02Wa.wav,12,0.4658072830564235
246,Angry,1761.8758981868302,12a04Wc.wav,12,1.168037074999205
247,Angry,1728.2122872270936,12a01Wc.wav,12,0.029822576444016813
248,Angry,1771.1984116673837,12b02Wa.wav,12,0.6543599217847026
249,Angry,2109.3070062914726,12b02Wb.wav,12,1.1458484698418634
250,Angry,2067.7003592383485,12a05Wb.wav,12,1.5864606198366804
251,Angry,2379.3791083746987,12b02Wd.wav,12,0.844052384341651
252,Angry,2103.918987039817,12a07Wa.wav,12,0.9159864001279935
253,Angry,2380.68993085898,12b10Wa.wav,12,1.3318757870497977
254,Angry,2146.0863580353894,12b09Wc.wav,12,0.6007140438087246
255,Sad,1759.6943333983818,12b09Td.wav,12,-1.5338632569627353
256,Sad,1949.808238846658,12a05Ta.wav,12,-1.5504745254160324
257,Sad,1936.0874435078103,12b03Ta.wav,12,-2.4062311999836505
258,Sad,2108.4460383660416,12b01Ta.wav,12,-0.9405736766141793
259,Happy,1494.7540250446355,12b02Fb.wav,12,-0.5550651607302753
260,Happy,1132.9194745755021,12a01Fb.wav,12,-0.7698965251710669
261,Bored,1522.1466942506092,12b10Ld.wav,12,-1.2519473515792998
262,Bored,1188.9562949444364,12a01Lb.wav,12,-1.4202323804761015
263,Bored,1457.471740134503,12a05Lb.wav,12,-0.6094805457135365
264,Bored,1598.894540375732,12a07La.wav,12,-0.4683653446352625
265,Bored,1469.2229482976284,12b03La.wav,12,-0.5701693360590655
266,Afraid,1342.9186981210667,12b10Ac.wav,12,0.27548914579072004
267,Afraid,1393.7604926473102,12b09Ac.wav,12,-0.8506833461670608
268,Afraid,1453.3173419293987,12b02Ad.wav,12,1.0442454755446686
269,Afraid,1911.5244863442638,12a05Ab.wav,12,0.6430363705568977
270,Afraid,1413.8506057688508,12a07Ac.wav,12,0.7268460149058122
271,Afraid,1164.044122041393,12a02Ac.wav,12,0.8256221306310423
272,Neutral,1307.730904876705,12a02Nb.wav,12,-0.29781313256999503
273,Neutral,1510.081416592376,12a05Nd.wav,12,-0.3202911393635804
274,Neutral,1753.8385000353462,12a01Nb.wav,12,-0.6968764442922321
275,Neutral,1516.1920596344394,12b02Na.wav,12,0.3467435471151574
276,Disgust,1410.358329216976,12b02Ea.wav,12,0.15380873119888827
277,Disgust,1296.824357158408,12a02Ec.wav,12,-0.8385381394137954
278,Angry,1720.2395631469615,13b01Wa.wav,13,0.768025172447132
279,Angry,1272.9437081181782,13b03Wc.wav,13,-0.219435477749818
280,Angry,1143.3425043198954,13a02Wa.wav,13,-0.577560682198124
281,Angry,1483.635681993286,13a04Wc.wav,13,-0.13581241584717546
282,Angry,1068.23468338853,13b02Wa.wav,13,-0.39620562364276163
283,Angry,1237.434211983284,13a01Wb.wav,13,0.7067291685938949
284,Angry,1327.0170903731641,13a05Wa.wav,13,0.5185514334742183
285,Angry,1115.0153041872695,13a07Wb.wav,13,0.9807333922972743
286,Angry,1143.0956720678219,13a05Wc.wav,13,0.9814722386577295
287,Angry,1195.2108082028792,13b10Wa.wav,13,-0.9653288030340068
288,Angry,1313.4145964255003,13b09Wa.wav,13,-0.3193995100597138
289,Angry,1704.9236615635662,13b10Wc.wav,13,-0.08097999600727059
290,Sad,1085.6903011352747,13a05Tc.wav,13,0.07675949065131235
291,Sad,1267.1050969718779,13a07Tc.wav,13,0.8014132339855919
292,Sad,1692.2592430180223,13a04Ta.wav,13,-1.3342391255277366
293,Sad,996.3030906921522,13b03Td.wav,13,-1.6726322406982703
294,Sad,1153.1514520739427,13a02Ta.wav,13,0.05209824579059443
295,Happy,1274.046085253988,13b09Fc.wav,13,-0.582670103696148
296,Happy,1228.039793524139,13b09Fb.wav,13,0.09134450429789034
297,Happy,1449.6856860620328,13b10Fa.wav,13,-0.6175344643119944
298,Happy,1488.2642046081157,13b01Fc.wav,13,1.1637160149187789
299,Happy,1460.432708488644,13a02Fa.wav,13,-1.4223841298557602
300,Happy,1182.1722567602972,13b03Fd.wav,13,0.23383111309575533
301,Happy,1418.0714216539623,13a04Fc.wav,13,-0.4052567837496196
302,Happy,1435.8675331822767,13b02Fb.wav,13,-0.7091593194315066
303,Happy,1811.6159223301847,13a07Fd.wav,13,0.7069043321466622
304,Happy,1669.4395302230037,13a01Fd.wav,13,-0.280818254338362
305,Bored,1855.1319953984041,13b10La.wav,13,-2.4810061889801367
306,Bored,1378.018897872754,13b09La.wav,13,-1.248202922443024
307,Bored,1561.6890521190385,13b02Lc.wav,13,-1.1552008788213173
308,Bored,1774.7858783317397,13a01Lb.wav,13,0.8084510134878563
309,Bored,1722.2736225887772,13a05Lc.wav,13,0.0654406654300235
310,Bored,1380.078973130462,13a07Lb.wav,13,1.0358649471045802
311,Bored,1234.192783446498,13b03Lb.wav,13,-1.457516432191082
312,Bored,1339.2238990436417,13a02Lc.wav,13,-0.4976606979740447
313,Bored,1331.9205401306936,13b01Ld.wav,13,0.6159781042749085
314,Bored,1248.3948012341134,13a04Lb.wav,13,0.34155034001242107
315,Afraid,1418.655752419585,13b09Ab.wav,13,-0.20605801869124413
316,Afraid,1224.953372840602,13a05Aa.wav,13,0.4873244141810465
317,Afraid,1429.48910665907,13a01Ac.wav,13,1.1629346366848925
318,Afraid,1328.3761367215998,13a04Ac.wav,13,1.300736931496879
319,Afraid,1339.0143546224986,13a02Ad.wav,13,1.3816586719732533
320,Afraid,1517.9055123666974,13b01Ab.wav,13,2.161645408431699
321,Afraid,1798.0817915024431,13b03Ac.wav,13,0.05862869619344807
322,Neutral,1374.260705567655,13b03Na.wav,13,-1.0165737567976711
323,Neutral,1601.3203403058255,13b01Nc.wav,13,1.0402240366904547
324,Neutral,1590.648921364473,13a02Nc.wav,13,-0.5906679107879924
325,Neutral,1536.6905064671341,13b02Nb.wav,13,-0.510088088208493
326,Neutral,1794.6355755509999,13a01Nb.wav,13,-0.5112588319548845
327,Neutral,1887.1295657218182,13a07Na.wav,13,0.33248205126628644
328,Neutral,1924.8862297589296,13a05Nb.wav,13,-1.1669819964827466
329,Neutral,1797.752394308763,13b10Nc.wav,13,-1.3740576804216984
330,Neutral,2021.2587906282424,13b09Na.wav,13,-1.0601317987780356
331,Disgust,1838.5194004905727,13a05Ea.wav,13,1.6113822097420674
332,Disgust,1559.0326502363798,13a01Ec.wav,13,1.1731454339257397
333,Disgust,1859.7196110212267,13a01Ea.wav,13,0.49920113169860264
334,Disgust,1700.4993937370348,13b03Ed.wav,13,-1.5015336136104414
335,Disgust,1597.9293660426565,13a02Ec.wav,13,1.1883074849812423
336,Disgust,2121.3291472282544,13b01Ec.wav,13,2.5298473356540643
337,Disgust,1983.3022228474317,13b09Ec.wav,13,-0.40877088928108674
338,Disgust,1795.1597935192738,13b10Ec.wav,13,0.02874478198588623
339,Angry,1814.1105471800029,14a07Wc.wav,14,1.0128784637192232
340,Angry,1785.7195193005914,14a05Wa.wav,14,1.3162749734415098
341,Angry,1655.640251220521,14a05Wb.wav,14,1.8883155550176802
342,Angry,2044.8322529607046,14b02Wd.wav,14,1.230631354253498
343,Angry,2109.4802296334365,14a01Wc.wav,14,0.34368234139828524
344,Angry,2110.197087787642,14b02Wb.wav,14,1.3472979516420356
345,Angry,1677.3804899483455,14a01Wa.wav,14,0.6417289733602392
346,Angry,1495.2911785599579,14a04Wb.wav,14,0.830844157693573
347,Angry,1763.900749266088,14a04Wc.wav,14,-0.8418931341251717
348,Angry,2226.9964626804635,14b03Wb.wav,14,-0.43963012514747124
349,Angry,1723.7243516999463,14a02Wc.wav,14,1.233596504057933
350,Angry,1660.8333102416634,14b01Wc.wav,14,1.6468232355704193
351,Angry,1589.9080970350183,14a02Wa.wav,14,0.13670742813788478
352,Angry,2167.8498338091667,14b09Wa.wav,14,0.6596238954884631
353,Angry,1675.9527814063663,14b09Wc.wav,14,1.1074026048052144
354,Angry,2074.593197427334,14b10Wc.wav,14,0.30004488234529714
355,Sad,1995.413124253082,14b10Tc.wav,14,-1.412424472041507
356,Sad,2555.72685863521,14b09Td.wav,14,-0.7464892981473372
357,Sad,2208.997562089871,14b03Ta.wav,14,-0.8285406777452718
358,Sad,1990.124130911582,14a02Tb.wav,14,1.143149628603694
359,Sad,1928.1945103427306,14a04Tb.wav,14,-0.6766917092776106
360,Sad,1560.069349815023,14a04Tc.wav,14,-2.258101286291175
361,Sad,1560.473203588857,14b02Tc.wav,14,-1.7155347197550865
362,Sad,1828.1979343649052,14a05Tc.wav,14,-0.7993141616265595
363,Sad,1596.0349939524701,14a07Tc.wav,14,-0.8965547394320692
364,Sad,1754.6056834012827,14a05Ta.wav,14,0.1847084527156317
365,Happy,1824.2843999972306,14b09Fc.wav,14,-0.12805906311829032
366,Happy,1325.8957137175769,14a05Fb.wav,14,1.0925428791670286
367,Happy,1292.6988117642902,14a05Fa.wav,14,0.32600117252860983
368,Happy,1300.6471895105954,14b02Fb.wav,14,0.15857339683307073
369,Happy,1289.702215598281,14a07Fd.wav,14,-0.09835648354611519
370,Happy,1691.62149025283,14a02Fd.wav,14,-0.43728164314502543
371,Happy,1383.7449040657546,14b01Fc.wav,14,0.36172923699255266
372,Happy,1901.786519237772,14b01Fa.wav,14,0.8452587257223084
373,Bored,1792.1027092771237,14b10Lb.wav,14,-1.1603904461322299
374,Bored,1815.014854064855,14b09Lb.wav,14,-1.687340464836192
375,Bored,1842.018579980266,14a04Lb.wav,14,-1.3079615226051944
376,Bored,1617.487759334337,14a02La.wav,14,-1.3343417106416144
377,Bored,1750.1677588982309,14b03Lb.wav,14,-1.6360418905500984
378,Bored,1879.4470134300266,14a05Lb.wav,14,-1.0210487126070822
379,Bored,1905.8157351465825,14a07Lc.wav,14,-1.7207137923741695
380,Bored,1921.3002585237307,14a07Ld.wav,14,-0.9819179612214299
381,Afraid,2070.5521503324903,14b09Ac.wav,14,0.2323574984678028
382,Afraid,1668.1360474226187,14b10Ad.wav,14,-0.09536714673001799
383,Afraid,1765.6614451220196,14b01Ac.wav,14,1.6331922254015454
